Name,URL1,URL2,First Category
\u00c1ngela Tenorio,https://fr.wikipedia.org/?curid=7496399,https://fr.wikipedia.org/wiki/\u00c1ngela Tenorio,Wikip\u00e9dia:\u00e9bauche athl\u00e8te \u00e9quatorien
Liste des m\u00e9daill\u00e9s aux Jeux olympiques d'hiver de 1994,https://fr.wikipedia.org/?curid=7490465,https://fr.wikipedia.org/wiki/Liste des m\u00e9daill\u00e9s aux Jeux olympiques d'hiver de 1994,Portail:Jeux olympiques/Articles li\u00e9s
Wulan Tuoya,https://fr.wikipedia.org/?curid=7490700,https://fr.wikipedia.org/wiki/Wulan Tuoya,Wikip\u00e9dia:\u00e9bauche chanteur chinois
Audra Keller,https://fr.wikipedia.org/?curid=7502397,https://fr.wikipedia.org/wiki/Audra Keller,Wikip\u00e9dia:\u00e9bauche tennis
Beatriz Araujo,https://fr.wikipedia.org/?curid=7502433,https://fr.wikipedia.org/wiki/Beatriz Araujo,Wikip\u00e9dia:\u00e9bauche tennis
Marija Petrovikj,https://fr.wikipedia.org/?curid=7502615,https://fr.wikipedia.org/wiki/Marija Petrovikj,Article \u00e0 illustrer Joueur de volley-ball
Miss Belgique,https://fr.wikipedia.org/?curid=750052,https://fr.wikipedia.org/wiki/Miss Belgique,Article \u00e0 illustrer R\u00e9compense
Lydia Ko,https://fr.wikipedia.org/?curid=7483255,https://fr.wikipedia.org/wiki/Lydia Ko,Article utilisant une Infobox
Olga Bogdanova,https://fr.wikipedia.org/?curid=7487731,https://fr.wikipedia.org/wiki/Olga Bogdanova,Article utilisant une Infobox
Britne Oldford,https://fr.wikipedia.org/?curid=7491656,https://fr.wikipedia.org/wiki/Britne Oldford,Article utilisant une Infobox
Lee Young-ah,https://fr.wikipedia.org/?curid=7490719,https://fr.wikipedia.org/wiki/Lee Young-ah,Article utilisant une Infobox
Madison Davenport,https://fr.wikipedia.org/?curid=7490726,https://fr.wikipedia.org/wiki/Madison Davenport,Article utilisant une Infobox
Florencia Aguirre Perdomo,https://fr.wikipedia.org/?curid=7321519,https://fr.wikipedia.org/wiki/Florencia Aguirre Perdomo,Article \u00e0 illustrer Joueur de volley-ball
Lorena Sipi\u0107,https://fr.wikipedia.org/?curid=7319855,https://fr.wikipedia.org/wiki/Lorena Sipi\u0107,Article utilisant une Infobox
Roxane Knetemann,https://fr.wikipedia.org/?curid=7322634,https://fr.wikipedia.org/wiki/Roxane Knetemann,Page utilisant P569
Angie Cepeda,https://fr.wikipedia.org/?curid=7322288,https://fr.wikipedia.org/wiki/Angie Cepeda,Article utilisant une Infobox
Denia Caballero,https://fr.wikipedia.org/?curid=7321099,https://fr.wikipedia.org/wiki/Denia Caballero,Wikip\u00e9dia:\u00e9bauche athl\u00e8te cubain
Mary Cain,https://fr.wikipedia.org/?curid=7327955,https://fr.wikipedia.org/wiki/Mary Cain,Article \u00e0 illustrer Athl\u00e8te
Kayla Banwarth,https://fr.wikipedia.org/?curid=7327359,https://fr.wikipedia.org/wiki/Kayla Banwarth,Wikip\u00e9dia:\u00e9bauche joueuse am\u00e9ricaine de volley-ball
Daim\u00ed Ram\u00edrez,https://fr.wikipedia.org/?curid=7327414,https://fr.wikipedia.org/wiki/Daim\u00ed Ram\u00edrez,Article \u00e0 illustrer Joueur de volley-ball
Flore Gravesteijn,https://fr.wikipedia.org/?curid=7325208,https://fr.wikipedia.org/wiki/Flore Gravesteijn,Article utilisant une Infobox
Alaina Bergsma,https://fr.wikipedia.org/?curid=7325233,https://fr.wikipedia.org/wiki/Alaina Bergsma,Wikip\u00e9dia:\u00e9bauche joueuse am\u00e9ricaine de volley-ball
Caryn Kadavy,https://fr.wikipedia.org/?curid=732596,https://fr.wikipedia.org/wiki/Caryn Kadavy,Wikip\u00e9dia:\u00e9bauche patinage artistique
Antonella Palmisano,https://fr.wikipedia.org/?curid=7326391,https://fr.wikipedia.org/wiki/Antonella Palmisano,Wikip\u00e9dia:\u00e9bauche athl\u00e8te italien
Vera Karmishina-Ganeeva,https://fr.wikipedia.org/?curid=7313220,https://fr.wikipedia.org/wiki/Vera Karmishina-Ganeeva,Wikip\u00e9dia:\u00e9bauche athl\u00e8te russe
Stefana Prokovi\u0107,https://fr.wikipedia.org/?curid=7312574,https://fr.wikipedia.org/wiki/Stefana Prokovi\u0107,Article \u00e0 illustrer Joueur de volley-ball
Margaret Muriuki,https://fr.wikipedia.org/?curid=7312617,https://fr.wikipedia.org/wiki/Margaret Muriuki,Wikip\u00e9dia:\u00e9bauche athl\u00e8te k\u00e9nyan
Bangerz,https://fr.wikipedia.org/?curid=7313998,https://fr.wikipedia.org/wiki/Bangerz,Article utilisant une Infobox
Halyna Obleshchuk,https://fr.wikipedia.org/?curid=7314067,https://fr.wikipedia.org/wiki/Halyna Obleshchuk,Wikip\u00e9dia:\u00e9bauche athl\u00e8te ukrainien
Liste des m\u00e9daill\u00e9s aux Jeux olympiques de 1900,https://fr.wikipedia.org/?curid=7299864,https://fr.wikipedia.org/wiki/Liste des m\u00e9daill\u00e9s aux Jeux olympiques de 1900,Wikip\u00e9dia:\u00e9bauche Jeux olympiques
Audrey Alloh,https://fr.wikipedia.org/?curid=7288908,https://fr.wikipedia.org/wiki/Audrey Alloh,Wikip\u00e9dia:\u00e9bauche athl\u00e8te italien
Dawn Netherwood,https://fr.wikipedia.org/?curid=7288994,https://fr.wikipedia.org/wiki/Dawn Netherwood,Wikip\u00e9dia:\u00e9bauche judo
Elizaveta Parnova,https://fr.wikipedia.org/?curid=7289081,https://fr.wikipedia.org/wiki/Elizaveta Parnova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te australien
Martine Rottier,https://fr.wikipedia.org/?curid=7289101,https://fr.wikipedia.org/wiki/Martine Rottier,Wikip\u00e9dia:\u00e9bauche judo
B\u00e9atrice Rodriguez,https://fr.wikipedia.org/?curid=7289119,https://fr.wikipedia.org/wiki/B\u00e9atrice Rodriguez,Wikip\u00e9dia:\u00e9bauche judo
Maria Enrica Spacca,https://fr.wikipedia.org/?curid=7289140,https://fr.wikipedia.org/wiki/Maria Enrica Spacca,Wikip\u00e9dia:\u00e9bauche athl\u00e8te italien
Tamar Braxton,https://fr.wikipedia.org/?curid=7304372,https://fr.wikipedia.org/wiki/Tamar Braxton,Article contenant un lien mort
Miss Dakota du Sud USA,https://fr.wikipedia.org/?curid=7304472,https://fr.wikipedia.org/wiki/Miss Dakota du Sud USA,Article manquant de r\u00e9f\u00e9rences depuis ao\u00fbt 2013
Li Lingwei (athl\u00e9tisme),https://fr.wikipedia.org/?curid=7303065,https://fr.wikipedia.org/wiki/Li Lingwei (athl\u00e9tisme),Wikip\u00e9dia:\u00e9bauche athl\u00e8te chinois
Su Xinyue,https://fr.wikipedia.org/?curid=7303082,https://fr.wikipedia.org/wiki/Su Xinyue,Wikip\u00e9dia:\u00e9bauche athl\u00e8te chinois
Justyna Kasprzycka,https://fr.wikipedia.org/?curid=7303121,https://fr.wikipedia.org/wiki/Justyna Kasprzycka,Wikip\u00e9dia:\u00e9bauche athl\u00e8te polonais
