Name,URL1,URL2,First Category
Magos Herrera,https://fr.wikipedia.org/?curid=13853867,https://fr.wikipedia.org/wiki/Magos Herrera,Wikip\u00e9dia:\u00e9bauche chanteur mexicain
Jo Dee Messina,https://fr.wikipedia.org/?curid=13844505,https://fr.wikipedia.org/wiki/Jo Dee Messina,Article utilisant une Infobox
Grete Ingeborg Nykkelmo,https://fr.wikipedia.org/?curid=1383969,https://fr.wikipedia.org/wiki/Grete Ingeborg Nykkelmo,Wikip\u00e9dia:\u00e9bauche ski de fond
Lee Ji-ah,https://fr.wikipedia.org/?curid=13845960,https://fr.wikipedia.org/wiki/Lee Ji-ah,Page utilisant P569
Margaret Varner Bloss,https://fr.wikipedia.org/?curid=1384634,https://fr.wikipedia.org/wiki/Margaret Varner Bloss,Article \u00e0 illustrer Joueur de tennis
Lee Tae-ran,https://fr.wikipedia.org/?curid=13846407,https://fr.wikipedia.org/wiki/Lee Tae-ran,Page utilisant P569
Marte Leinan Lund,https://fr.wikipedia.org/?curid=13843117,https://fr.wikipedia.org/wiki/Marte Leinan Lund,Article utilisant une Infobox
Kathleen Atkinson,https://fr.wikipedia.org/?curid=1384005,https://fr.wikipedia.org/wiki/Kathleen Atkinson,Article \u00e0 illustrer Joueur de tennis
Tony Award du meilleur second r\u00f4le f\u00e9minin dans une com\u00e9die musicale,https://fr.wikipedia.org/?curid=13837267,https://fr.wikipedia.org/wiki/Tony Award du meilleur second r\u00f4le f\u00e9minin dans une com\u00e9die musicale,Article contenant un appel \u00e0 traduction en anglais
Anne-Marie Dias Borges,https://fr.wikipedia.org/?curid=14090018,https://fr.wikipedia.org/wiki/Anne-Marie Dias Borges,Page utilisant P569
Coline Mattel,https://fr.wikipedia.org/?curid=1409999,https://fr.wikipedia.org/wiki/Coline Mattel,Article utilisant une Infobox
Ce'Aira Brown,https://fr.wikipedia.org/?curid=14099429,https://fr.wikipedia.org/wiki/Ce'Aira Brown,Article utilisant une Infobox
Liste des femmes astronautes,https://fr.wikipedia.org/?curid=14104728,https://fr.wikipedia.org/wiki/Liste des femmes astronautes,Article contenant un appel \u00e0 traduction en anglais
Meryl O'Hara Wood,https://fr.wikipedia.org/?curid=1410294,https://fr.wikipedia.org/wiki/Meryl O'Hara Wood,Article utilisant une Infobox
H\u00e9l\u00e8ne Monastier,https://fr.wikipedia.org/?curid=1407941,https://fr.wikipedia.org/wiki/H\u00e9l\u00e8ne Monastier,Page utilisant P569
Winifred Beamish,https://fr.wikipedia.org/?curid=1407955,https://fr.wikipedia.org/wiki/Winifred Beamish,Article utilisant une Infobox
Aino-Kaisa Pekonen,https://fr.wikipedia.org/?curid=14078291,https://fr.wikipedia.org/wiki/Aino-Kaisa Pekonen,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 politique finlandaise
Beata Pacut,https://fr.wikipedia.org/?curid=14080894,https://fr.wikipedia.org/wiki/Beata Pacut,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 polonaise
\u00c9velyne Terras,https://fr.wikipedia.org/?curid=1407792,https://fr.wikipedia.org/wiki/\u00c9velyne Terras,Article utilisant une Infobox
Ingrid Aceit\u00f3n,https://fr.wikipedia.org/?curid=14077943,https://fr.wikipedia.org/wiki/Ingrid Aceit\u00f3n,Page utilisant P569
