Name,URL1,URL2,First Category
K\u00fcbra Kegan,https://fr.wikipedia.org/?curid=5465578,https://fr.wikipedia.org/wiki/K\u00fcbra Kegan,Article utilisant une Infobox
Ceylan Ar\u0131san,https://fr.wikipedia.org/?curid=5465593,https://fr.wikipedia.org/wiki/Ceylan Ar\u0131san,Article utilisant une Infobox
Ceyda Akta\u015f,https://fr.wikipedia.org/?curid=5465615,https://fr.wikipedia.org/wiki/Ceyda Akta\u015f,Article utilisant une Infobox
Zuzana Morav\u010d\u00edkov\u00e1,https://fr.wikipedia.org/?curid=5465770,https://fr.wikipedia.org/wiki/Zuzana Morav\u010d\u00edkov\u00e1,Wikip\u00e9dia:\u00e9bauche athl\u00e8te
The Edge of Glory,https://fr.wikipedia.org/?curid=5469088,https://fr.wikipedia.org/wiki/The Edge of Glory,Article contenant un lien mort
Filmographie de Jacques-Yves Cousteau,https://fr.wikipedia.org/?curid=546916,https://fr.wikipedia.org/wiki/Filmographie de Jacques-Yves Cousteau,Article \u00e0 wikifier depuis juin 2022
Nadia Ali (chanteuse),https://fr.wikipedia.org/?curid=5466611,https://fr.wikipedia.org/wiki/Nadia Ali (chanteuse),Article utilisant une Infobox
Leleith Hodges,https://fr.wikipedia.org/?curid=5466652,https://fr.wikipedia.org/wiki/Leleith Hodges,Wikip\u00e9dia:\u00e9bauche athl\u00e8te jama\u00efcain
Jacqueline Pusey,https://fr.wikipedia.org/?curid=5466710,https://fr.wikipedia.org/wiki/Jacqueline Pusey,Wikip\u00e9dia:\u00e9bauche athl\u00e8te jama\u00efcain
Passion Richardson,https://fr.wikipedia.org/?curid=5478184,https://fr.wikipedia.org/wiki/Passion Richardson,Wikip\u00e9dia:\u00e9bauche athl\u00e8te am\u00e9ricain
Cleopatra Borel,https://fr.wikipedia.org/?curid=5478260,https://fr.wikipedia.org/wiki/Cleopatra Borel,Wikip\u00e9dia:\u00e9bauche athl\u00e8te trinidadien
Kate\u0159ina Holubcov\u00e1,https://fr.wikipedia.org/?curid=547834,https://fr.wikipedia.org/wiki/Kate\u0159ina Holubcov\u00e1,Wikip\u00e9dia:\u00e9bauche biathlon
Katharine Merry,https://fr.wikipedia.org/?curid=5478452,https://fr.wikipedia.org/wiki/Katharine Merry,Wikip\u00e9dia:\u00e9bauche athl\u00e8te britannique
Micheline Lannoy,https://fr.wikipedia.org/?curid=5488024,https://fr.wikipedia.org/wiki/Micheline Lannoy,Wikip\u00e9dia:\u00e9bauche patinage artistique
Anna H\u00fcbler,https://fr.wikipedia.org/?curid=5488060,https://fr.wikipedia.org/wiki/Anna H\u00fcbler,Wikip\u00e9dia:\u00e9bauche patinage artistique
Andria Lloyd,https://fr.wikipedia.org/?curid=5485005,https://fr.wikipedia.org/wiki/Andria Lloyd,Wikip\u00e9dia:\u00e9bauche athl\u00e8te jama\u00efcain
Linda Kisabaka,https://fr.wikipedia.org/?curid=5485238,https://fr.wikipedia.org/wiki/Linda Kisabaka,Wikip\u00e9dia:\u00e9bauche athl\u00e8te allemand
Super Bass,https://fr.wikipedia.org/?curid=5486534,https://fr.wikipedia.org/wiki/Super Bass,Article contenant un lien mort
Sla\u0111ana Buli\u0107,https://fr.wikipedia.org/?curid=5489044,https://fr.wikipedia.org/wiki/Sla\u0111ana Buli\u0107,Article utilisant une Infobox
Kiesha Brown,https://fr.wikipedia.org/?curid=5477129,https://fr.wikipedia.org/wiki/Kiesha Brown,Article \u00e0 illustrer Joueur de basket-ball
Ofra Haza,https://fr.wikipedia.org/?curid=547730,https://fr.wikipedia.org/wiki/Ofra Haza,Article utilisant une Infobox
Michelle Carter,https://fr.wikipedia.org/?curid=5480179,https://fr.wikipedia.org/wiki/Michelle Carter,Article utilisant une Infobox
Li Ling (lanceuse de poids),https://fr.wikipedia.org/?curid=5480351,https://fr.wikipedia.org/wiki/Li Ling (lanceuse de poids),Wikip\u00e9dia:\u00e9bauche athl\u00e8te chinois
Yan Hong,https://fr.wikipedia.org/?curid=5439464,https://fr.wikipedia.org/wiki/Yan Hong,Wikip\u00e9dia:\u00e9bauche athl\u00e8te chinois
Liste des premi\u00e8res femmes par m\u00e9tier ou fonction en France,https://fr.wikipedia.org/?curid=5439570,https://fr.wikipedia.org/wiki/Liste des premi\u00e8res femmes par m\u00e9tier ou fonction en France,Article contenant un lien mort
