QAS_File,Average Cosine,Highest Cosine,Median Cosine
All,0.23666452339938698,0.4606811036253125,0.23607046282681415
qas_82_table_2.txt,0.22979756236797233,0.4099351804151507,0.22979756236797233
qas_82_table_4.txt,0.23882185020313423,0.3568386016416183,0.23882185020313423
qas_82_table_1.txt,0.22390852532166072,0.3471450684190956,0.22390852532166072
qas_82_table_3.txt,0.23607046282681415,0.3415103033124185,0.23607046282681415
qas_32_table_8.txt,0.19113823519608944,0.2617472750883223,0.19113823519608944
qas_32_table_1.txt,0.14350202612496327,0.2352683564769135,0.14350202612496327
qas_32_table_5.txt,0.1869000278834184,0.2626544891440912,0.1869000278834184
qas_32_table_2.txt,0.16459846924931149,0.2236685371339897,0.16459846924931149
qas_32_table_3.txt,0.18669055625793482,0.292928590763748,0.18669055625793482
qas_53_table_2.txt,0.22478490069167698,0.3840712679662382,0.22478490069167698
qas_53_table_1.txt,0.2846531703638819,0.4606811036253125,0.2846531703638819
qas_59_table_4.txt,0.2782481519752373,0.4208785780527209,0.2782481519752373
qas_59_table_2.txt,0.3073446990352497,0.4151025943172208,0.3073446990352497
qas_59_table_1.txt,0.266418294336776,0.3886274171568268,0.266418294336776
qas_59_table_3.txt,0.3113783434269315,0.4464951969302915,0.3113783434269315
qas_29_table_5.txt,0.1646551315607699,0.2486173023720516,0.1646551315607699
qas_29_table_1.txt,0.2741969322184641,0.3771765078175824,0.2741969322184641
qas_29_table_4.txt,0.20650367729053493,0.3407519510007064,0.20650367729053493
qas_29_table_6.txt,0.27945195923598437,0.3749692256740539,0.27945195923598437
qas_29_table_3.txt,0.2879892111662251,0.3732337661580858,0.2879892111662251
qas_29_table_2.txt,0.2829028046540955,0.3755472674721405,0.2829028046540955
