Similarity,QAS_File,Text_File
0.10046198582281438,qas_70_table_6.txt,section_7.txt
0.05511321667094966,qas_70_table_6.txt,section_2.txt
0.09668539284781438,qas_70_table_6.txt,section_6.txt
0.0961139486931039,qas_70_table_6.txt,section_5.txt
0.05695997870200582,qas_70_table_6.txt,section_1.txt
0.09793049430967002,qas_70_table_6.txt,section_4.txt
0.05317655784323262,qas_70_table_6.txt,section_8.txt
0.05803883424159329,qas_70_table_6.txt,section_3.txt
0.2737086744389429,qas_70_table_2.txt,section_7.txt
0.30054111861134325,qas_70_table_2.txt,section_2.txt
0.26974312676051104,qas_70_table_2.txt,section_6.txt
0.27712301723524724,qas_70_table_2.txt,section_5.txt
0.20530345148228396,qas_70_table_2.txt,section_1.txt
0.2677727844703587,qas_70_table_2.txt,section_4.txt
0.1769087023736302,qas_70_table_2.txt,section_8.txt
0.27232976200421205,qas_70_table_2.txt,section_3.txt
0.05432942995767755,qas_70_table_4.txt,section_7.txt
0.06634195896889641,qas_70_table_4.txt,section_2.txt
0.054141700013939933,qas_70_table_4.txt,section_6.txt
0.054485179878321625,qas_70_table_4.txt,section_5.txt
0.05200498730789154,qas_70_table_4.txt,section_1.txt
0.054348802387714175,qas_70_table_4.txt,section_4.txt
0.04601505651969691,qas_70_table_4.txt,section_8.txt
0.04720337979507542,qas_70_table_4.txt,section_3.txt
0.05482750225941093,qas_70_table_3.txt,section_7.txt
0.05150335352698782,qas_70_table_3.txt,section_2.txt
0.05772517349931276,qas_70_table_3.txt,section_6.txt
0.05461263645461499,qas_70_table_3.txt,section_5.txt
0.04381305272970756,qas_70_table_3.txt,section_1.txt
0.06138037577666592,qas_70_table_3.txt,section_4.txt
0.036260060470145766,qas_70_table_3.txt,section_8.txt
0.03912814159020217,qas_70_table_3.txt,section_3.txt
0.05009768801093137,qas_70_table_1.txt,section_7.txt
0.1007970565915739,qas_70_table_1.txt,section_2.txt
0.04924685279924827,qas_70_table_1.txt,section_6.txt
0.04954426710399941,qas_70_table_1.txt,section_5.txt
0.06856713893467448,qas_70_table_1.txt,section_1.txt
0.04884038267226053,qas_70_table_1.txt,section_4.txt
0.06578739056682253,qas_70_table_1.txt,section_8.txt
0.07728846872458853,qas_70_table_1.txt,section_3.txt
0.10101375471087243,qas_70_table_5.txt,section_7.txt
0.0593694291006804,qas_70_table_5.txt,section_2.txt
0.10237404790372143,qas_70_table_5.txt,section_6.txt
0.09280222804579771,qas_70_table_5.txt,section_5.txt
0.07179256255742258,qas_70_table_5.txt,section_1.txt
0.08970033843299076,qas_70_table_5.txt,section_4.txt
0.0650447452716564,qas_70_table_5.txt,section_8.txt
0.05986837441535867,qas_70_table_5.txt,section_3.txt
