Similarity,QAS_File,Text_File
0.15475071670630589,qas_68_table_1.txt,section_26.txt
0.22966867369673316,qas_68_table_1.txt,section_39.txt
0.17571793985014122,qas_68_table_1.txt,section_54.txt
0.17989965359960353,qas_68_table_1.txt,section_29.txt
0.20932691757588873,qas_68_table_1.txt,section_7.txt
0.2056636790823103,qas_68_table_1.txt,section_19.txt
0.18705786502147126,qas_68_table_1.txt,section_53.txt
0.21429306721233898,qas_68_table_1.txt,section_51.txt
0.16166036675330547,qas_68_table_1.txt,section_2.txt
0.17834265483456513,qas_68_table_1.txt,section_30.txt
0.18710028661403916,qas_68_table_1.txt,section_21.txt
0.16853340306893166,qas_68_table_1.txt,section_46.txt
0.17347822584289074,qas_68_table_1.txt,section_50.txt
0.16748610597413194,qas_68_table_1.txt,section_24.txt
0.18941372804852366,qas_68_table_1.txt,section_23.txt
0.18899096196948004,qas_68_table_1.txt,section_31.txt
0.20880928636661847,qas_68_table_1.txt,section_16.txt
0.23615706761150032,qas_68_table_1.txt,section_27.txt
0.1629030591954081,qas_68_table_1.txt,section_12.txt
0.20472505199721536,qas_68_table_1.txt,section_41.txt
0.18707337536222401,qas_68_table_1.txt,section_18.txt
0.16850311766904796,qas_68_table_1.txt,section_25.txt
0.169975545022796,qas_68_table_1.txt,section_6.txt
0.23249850064885247,qas_68_table_1.txt,section_48.txt
0.15817718040526896,qas_68_table_1.txt,section_5.txt
0.2095671751785541,qas_68_table_1.txt,section_33.txt
0.1958920739035936,qas_68_table_1.txt,section_11.txt
0.2244244077147597,qas_68_table_1.txt,section_43.txt
0.19296740728241607,qas_68_table_1.txt,section_47.txt
0.2015287181485511,qas_68_table_1.txt,section_42.txt
0.1571121497848128,qas_68_table_1.txt,section_14.txt
0.17534034180824595,qas_68_table_1.txt,section_10.txt
0.20679670292437877,qas_68_table_1.txt,section_36.txt
0.19000002914622863,qas_68_table_1.txt,section_35.txt
0.19206085664808697,qas_68_table_1.txt,section_9.txt
0.21753685523347835,qas_68_table_1.txt,section_20.txt
0.2484744463911842,qas_68_table_1.txt,section_17.txt
0.2526794426475786,qas_68_table_1.txt,section_38.txt
0.17847725343153042,qas_68_table_1.txt,section_22.txt
0.16280643809737605,qas_68_table_1.txt,section_1.txt
0.14516651682792103,qas_68_table_1.txt,section_15.txt
0.1752422623795845,qas_68_table_1.txt,section_37.txt
0.17285930231681387,qas_68_table_1.txt,section_40.txt
0.18167869069280806,qas_68_table_1.txt,section_49.txt
0.18724042817566677,qas_68_table_1.txt,section_4.txt
0.17696228746430834,qas_68_table_1.txt,section_45.txt
0.16066440005063282,qas_68_table_1.txt,section_52.txt
0.18250038984696298,qas_68_table_1.txt,section_13.txt
0.22386891333762882,qas_68_table_1.txt,section_32.txt
0.2235318948983285,qas_68_table_1.txt,section_34.txt
0.17806671240778116,qas_68_table_1.txt,section_8.txt
0.16318840007505075,qas_68_table_1.txt,section_44.txt
0.18716625964116074,qas_68_table_1.txt,section_28.txt
0.17179242464524752,qas_68_table_1.txt,section_3.txt
0.165072344642331,qas_68_table_2.txt,section_26.txt
0.23512468767251013,qas_68_table_2.txt,section_39.txt
0.2164598130430089,qas_68_table_2.txt,section_54.txt
0.19059377196909044,qas_68_table_2.txt,section_29.txt
0.1978242742614038,qas_68_table_2.txt,section_7.txt
0.20661864895960078,qas_68_table_2.txt,section_19.txt
0.2289927727145668,qas_68_table_2.txt,section_53.txt
0.24900948631429187,qas_68_table_2.txt,section_51.txt
0.17595278825697966,qas_68_table_2.txt,section_2.txt
0.21150080237727353,qas_68_table_2.txt,section_30.txt
0.182926292951593,qas_68_table_2.txt,section_21.txt
0.19389287541254502,qas_68_table_2.txt,section_46.txt
0.20454790843827422,qas_68_table_2.txt,section_50.txt
0.17115274856964824,qas_68_table_2.txt,section_24.txt
0.19552679298869277,qas_68_table_2.txt,section_23.txt
0.20133318379333226,qas_68_table_2.txt,section_31.txt
0.19985622309302917,qas_68_table_2.txt,section_16.txt
0.23530116340875074,qas_68_table_2.txt,section_27.txt
0.15814983450129713,qas_68_table_2.txt,section_12.txt
0.23466756044381634,qas_68_table_2.txt,section_41.txt
0.20173122004949295,qas_68_table_2.txt,section_18.txt
0.18160632720198902,qas_68_table_2.txt,section_25.txt
0.17053791714998212,qas_68_table_2.txt,section_6.txt
0.23594254743122342,qas_68_table_2.txt,section_48.txt
0.156989094525445,qas_68_table_2.txt,section_5.txt
