QAS_File,Average Cosine,Highest Cosine,Median Cosine,Average Jaccard,Highest Jaccard,Median Jaccard
All,0.0725837310174015,0.3424227612584508,0.05057637066204493,0.22042418656823218,1.0,0.11378446115288211
qas_40_table_1.txt,0.045952888581759825,0.0622109551201204,0.045952888581759825,0.14814814814814808,0.1481481481481481,0.14814814814814808
qas_85_table_1.txt,0.03910517685171763,0.0494820065590222,0.03910517685171763,0.07272727272727271,0.0727272727272727,0.07272727272727271
qas_70_table_6.txt,0.07681005114139797,0.1004619858228143,0.07681005114139797,0.15217391304347822,0.1739130434782608,0.15217391304347822
qas_70_table_2.txt,0.25542882967206615,0.3005411186113432,0.25542882967206615,0.875,1.0,0.875
qas_70_table_4.txt,0.05360881185365166,0.0663419589688964,0.05360881185365166,0.07291666666666666,0.0833333333333333,0.07291666666666666
qas_70_table_3.txt,0.04990628703838093,0.0613803757766659,0.04990628703838093,0.0636363636363636,0.0727272727272727,0.0636363636363636
qas_70_table_1.txt,0.06377115567551234,0.1007970565915739,0.06377115567551234,0.1296296296296296,0.1481481481481481,0.1296296296296296
qas_70_table_5.txt,0.08024568505481251,0.1023740479037214,0.08024568505481251,0.12499999999999994,0.1428571428571428,0.12499999999999994
qas_79_table_1.txt,0.17062921974878126,0.1956821146206386,0.17062921974878126,0.7763157894736842,1.0,0.7763157894736842
qas_73_table_1.txt,0.043987839798759296,0.0623437527486385,0.043987839798759296,0.0769230769230769,0.0769230769230769,0.0769230769230769
qas_73_table_2.txt,0.05952256141928297,0.1100269906196549,0.05952256141928297,0.17391304347826084,0.1739130434782608,0.17391304347826084
qas_41_table_2.txt,0.0724289120137964,0.0971385247221878,0.0724289120137964,0.20467836257309935,0.2105263157894736,0.20467836257309935
qas_41_table_1.txt,0.08409551191573802,0.1043293430053435,0.08409551191573802,0.13888888888888884,0.1428571428571428,0.13888888888888884
qas_42_table_1.txt,0.16901938078653952,0.1935157623995153,0.16901938078653952,0.7794117647058824,1.0,0.7794117647058824
qas_27_table_1.txt,0.1850659552929528,0.3424227612584508,0.1850659552929528,0.7727272727272727,1.0,0.7727272727272727
