Name,URL1,URL2,First Category
Eleni Mandell,https://fr.wikipedia.org/?curid=1334894,https://fr.wikipedia.org/wiki/Eleni Mandell,Page utilisant P569
Kirsten Marathon Melkevik,https://fr.wikipedia.org/?curid=13352294,https://fr.wikipedia.org/wiki/Kirsten Marathon Melkevik,Article utilisant une Infobox
Miss Cameroun 2020,https://fr.wikipedia.org/?curid=13352743,https://fr.wikipedia.org/wiki/Miss Cameroun 2020,Article \u00e0 illustrer Miss
Giulia Guerrini,https://fr.wikipedia.org/?curid=13351109,https://fr.wikipedia.org/wiki/Giulia Guerrini,Wikip\u00e9dia:\u00e9bauche chanteur italien
Agustina Palma,https://fr.wikipedia.org/?curid=13351232,https://fr.wikipedia.org/wiki/Agustina Palma,Wikip\u00e9dia:\u00e9bauche chanteur argentin
Eli Anne Dvergsdal,https://fr.wikipedia.org/?curid=13350019,https://fr.wikipedia.org/wiki/Eli Anne Dvergsdal,Article utilisant une Infobox
May Sutton,https://fr.wikipedia.org/?curid=1335203,https://fr.wikipedia.org/wiki/May Sutton,Article utilisant une Infobox
Florence Sutton,https://fr.wikipedia.org/?curid=1335297,https://fr.wikipedia.org/wiki/Florence Sutton,Article utilisant une Infobox
Tory Ann Fretz,https://fr.wikipedia.org/?curid=1335807,https://fr.wikipedia.org/wiki/Tory Ann Fretz,Article \u00e0 illustrer Joueur de tennis
Hana Kimura,https://fr.wikipedia.org/?curid=13360099,https://fr.wikipedia.org/wiki/Hana Kimura,Page utilisant P27
Cynthia Khan,https://fr.wikipedia.org/?curid=13359151,https://fr.wikipedia.org/wiki/Cynthia Khan,Article \u00e0 illustrer Personnalit\u00e9 du cin\u00e9ma
Marta Hern\u00e1ndez,https://fr.wikipedia.org/?curid=1335837,https://fr.wikipedia.org/wiki/Marta Hern\u00e1ndez,Wikip\u00e9dia:\u00e9bauche tennis
\u00c9milie Morier,https://fr.wikipedia.org/?curid=13356599,https://fr.wikipedia.org/wiki/\u00c9milie Morier,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Elle McLemore,https://fr.wikipedia.org/?curid=13374711,https://fr.wikipedia.org/wiki/Elle McLemore,Article manquant de r\u00e9f\u00e9rences depuis mai 2020
Dorothy Bundy,https://fr.wikipedia.org/?curid=1333591,https://fr.wikipedia.org/wiki/Dorothy Bundy,Article utilisant une Infobox
