Name,URL1,URL2,First Category
Berenika Tomsia,https://fr.wikipedia.org/?curid=4894288,https://fr.wikipedia.org/wiki/Berenika Tomsia,Article utilisant une Infobox
Ajoke Odumosu,https://fr.wikipedia.org/?curid=4895942,https://fr.wikipedia.org/wiki/Ajoke Odumosu,Wikip\u00e9dia:\u00e9bauche athl\u00e8te nig\u00e9rian
Tatyana Veshkurova,https://fr.wikipedia.org/?curid=4876135,https://fr.wikipedia.org/wiki/Tatyana Veshkurova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te russe
Janin Lindenberg,https://fr.wikipedia.org/?curid=4867075,https://fr.wikipedia.org/wiki/Janin Lindenberg,Wikip\u00e9dia:\u00e9bauche athl\u00e8te allemand
Claudia Hoffmann,https://fr.wikipedia.org/?curid=4867102,https://fr.wikipedia.org/wiki/Claudia Hoffmann,Wikip\u00e9dia:\u00e9bauche athl\u00e8te allemand
Vika Jigulina,https://fr.wikipedia.org/?curid=4879194,https://fr.wikipedia.org/wiki/Vika Jigulina,Article utilisant une Infobox
Anna Bessonova,https://fr.wikipedia.org/?curid=4879463,https://fr.wikipedia.org/wiki/Anna Bessonova,Wikip\u00e9dia:\u00e9bauche gymnastique
Cassadee Pope,https://fr.wikipedia.org/?curid=4876881,https://fr.wikipedia.org/wiki/Cassadee Pope,Article utilisant une Infobox
Laurence Bily,https://fr.wikipedia.org/?curid=487696,https://fr.wikipedia.org/wiki/Laurence Bily,Article utilisant une Infobox
Steins;Gate,https://fr.wikipedia.org/?curid=4879898,https://fr.wikipedia.org/wiki/Steins;Gate,Article utilisant une Infobox
H\u00e1ris Alex\u00edou,https://fr.wikipedia.org/?curid=4878765,https://fr.wikipedia.org/wiki/H\u00e1ris Alex\u00edou,Article utilisant une Infobox
Goo Hara,https://fr.wikipedia.org/?curid=4877852,https://fr.wikipedia.org/wiki/Goo Hara,Article utilisant une Infobox
Nicole Jung,https://fr.wikipedia.org/?curid=4877874,https://fr.wikipedia.org/wiki/Nicole Jung,Wikip\u00e9dia:\u00e9bauche chanteur sud-cor\u00e9en
