Name,URL1,URL2,First Category
Ania Monica Caill,https://fr.wikipedia.org/?curid=12616913,https://fr.wikipedia.org/wiki/Ania Monica Caill,Article \u00e0 illustrer Sportif
Melissa Vargas,https://fr.wikipedia.org/?curid=12616488,https://fr.wikipedia.org/wiki/Melissa Vargas,Article \u00e0 illustrer Joueur de volley-ball
Veronika Velez Zuzulov\u00e1,https://fr.wikipedia.org/?curid=1260189,https://fr.wikipedia.org/wiki/Veronika Velez Zuzulov\u00e1,Article utilisant une Infobox
Emma Lunder,https://fr.wikipedia.org/?curid=12627355,https://fr.wikipedia.org/wiki/Emma Lunder,Article utilisant une Infobox
Joanne Reid,https://fr.wikipedia.org/?curid=12627548,https://fr.wikipedia.org/wiki/Joanne Reid,Article utilisant une Infobox
Daniela Klemenschits,https://fr.wikipedia.org/?curid=1262537,https://fr.wikipedia.org/wiki/Daniela Klemenschits,Article \u00e0 illustrer Joueur de tennis
Simona H\u00f6sl,https://fr.wikipedia.org/?curid=12625813,https://fr.wikipedia.org/wiki/Simona H\u00f6sl,Wikip\u00e9dia:\u00e9bauche ski alpin
Sandra Klemenschits,https://fr.wikipedia.org/?curid=1262609,https://fr.wikipedia.org/wiki/Sandra Klemenschits,Article contenant un lien mort
Birgit Carlst\u00e9n,https://fr.wikipedia.org/?curid=12600181,https://fr.wikipedia.org/wiki/Birgit Carlst\u00e9n,Article contenant un lien mort
Haruna Ishikawa,https://fr.wikipedia.org/?curid=12600293,https://fr.wikipedia.org/wiki/Haruna Ishikawa,Wikip\u00e9dia:\u00e9bauche ski alpin
Bradley Weiss,https://fr.wikipedia.org/?curid=12601108,https://fr.wikipedia.org/wiki/Bradley Weiss,Wikip\u00e9dia:\u00e9bauche triathlon
Sha'Carri Richardson,https://fr.wikipedia.org/?curid=12600905,https://fr.wikipedia.org/wiki/Sha'Carri Richardson,Article utilisant une Infobox
Kailen Sheridan,https://fr.wikipedia.org/?curid=12604449,https://fr.wikipedia.org/wiki/Kailen Sheridan,Article contenant un lien mort
Nicole Gius,https://fr.wikipedia.org/?curid=1260175,https://fr.wikipedia.org/wiki/Nicole Gius,Wikip\u00e9dia:\u00e9bauche ski alpin
Penny Johnson (tennis),https://fr.wikipedia.org/?curid=1260859,https://fr.wikipedia.org/wiki/Penny Johnson (tennis),Article \u00e0 illustrer Joueur de tennis
Pilar V\u00e1squez,https://fr.wikipedia.org/?curid=1260791,https://fr.wikipedia.org/wiki/Pilar V\u00e1squez,Article \u00e0 illustrer Joueur de tennis
Ivona Fialkov\u00e1,https://fr.wikipedia.org/?curid=12609198,https://fr.wikipedia.org/wiki/Ivona Fialkov\u00e1,Wikip\u00e9dia:\u00e9bauche biathlon
Jules LeBlanc,https://fr.wikipedia.org/?curid=12609315,https://fr.wikipedia.org/wiki/Jules LeBlanc,Article \u00e0 wikifier depuis octobre 2021
Valentina Cernoia,https://fr.wikipedia.org/?curid=12609811,https://fr.wikipedia.org/wiki/Valentina Cernoia,Article utilisant une Infobox
Bi Xiaolin,https://fr.wikipedia.org/?curid=12609837,https://fr.wikipedia.org/wiki/Bi Xiaolin,Article \u00e0 illustrer Footballeur
Lin Yuping,https://fr.wikipedia.org/?curid=12609848,https://fr.wikipedia.org/wiki/Lin Yuping,Article \u00e0 illustrer Footballeur
Wang Ying (football),https://fr.wikipedia.org/?curid=12609887,https://fr.wikipedia.org/wiki/Wang Ying (football),Article \u00e0 illustrer Footballeur
Wang Yan (football),https://fr.wikipedia.org/?curid=12609936,https://fr.wikipedia.org/wiki/Wang Yan (football),Article \u00e0 illustrer Footballeur
Farida Amrani,https://fr.wikipedia.org/?curid=12591021,https://fr.wikipedia.org/wiki/Farida Amrani,Article utilisant une Infobox
Daniela Sabatino,https://fr.wikipedia.org/?curid=12600023,https://fr.wikipedia.org/wiki/Daniela Sabatino,Article utilisant une Infobox
Ze\u0107ira Mu\u0161ovi\u0107,https://fr.wikipedia.org/?curid=12587499,https://fr.wikipedia.org/wiki/Ze\u0107ira Mu\u0161ovi\u0107,Article contenant un appel \u00e0 traduction en anglais
Tomori Kusunoki,https://fr.wikipedia.org/?curid=12598782,https://fr.wikipedia.org/wiki/Tomori Kusunoki,Wikip\u00e9dia:\u00e9bauche acteur japonais
Blandine L'Hirondel,https://fr.wikipedia.org/?curid=12598904,https://fr.wikipedia.org/wiki/Blandine L'Hirondel,Page utilisant P569
Cathy Reed,https://fr.wikipedia.org/?curid=12599148,https://fr.wikipedia.org/wiki/Cathy Reed,Wikip\u00e9dia:\u00e9bauche patinage artistique
Barbara Bonansea,https://fr.wikipedia.org/?curid=12599215,https://fr.wikipedia.org/wiki/Barbara Bonansea,Wikip\u00e9dia:\u00e9bauche footballeuse
Leylah Fernandez,https://fr.wikipedia.org/?curid=12596962,https://fr.wikipedia.org/wiki/Leylah Fernandez,Article utilisant une Infobox
Audrey Tautou,https://fr.wikipedia.org/?curid=1259818,https://fr.wikipedia.org/wiki/Audrey Tautou,Article utilisant une Infobox
Eroica Spiess,https://fr.wikipedia.org/?curid=12598500,https://fr.wikipedia.org/wiki/Eroica Spiess,Wikip\u00e9dia:\u00e9bauche athl\u00e8te suisse
Rachel Daly,https://fr.wikipedia.org/?curid=12595289,https://fr.wikipedia.org/wiki/Rachel Daly,Article contenant un lien mort
Mareen Hufe,https://fr.wikipedia.org/?curid=12595333,https://fr.wikipedia.org/wiki/Mareen Hufe,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Linda Dallmann,https://fr.wikipedia.org/?curid=12595819,https://fr.wikipedia.org/wiki/Linda Dallmann,Article utilisant une Infobox
