Name,URL1,URL2,First Category
Magritte du meilleur espoir f\u00e9minin,https://fr.wikipedia.org/?curid=6899318,https://fr.wikipedia.org/wiki/Magritte du meilleur espoir f\u00e9minin,Article \u00e0 illustrer R\u00e9compense
Sophie-Tith,https://fr.wikipedia.org/?curid=6920285,https://fr.wikipedia.org/wiki/Sophie-Tith,Article utilisant une Infobox
Elizabeth Amolofo,https://fr.wikipedia.org/?curid=6921428,https://fr.wikipedia.org/wiki/Elizabeth Amolofo,Wikip\u00e9dia:\u00e9bauche athl\u00e8te ghan\u00e9en
Claudia Kohde-Kilsch,https://fr.wikipedia.org/?curid=689294,https://fr.wikipedia.org/wiki/Claudia Kohde-Kilsch,Article utilisant une Infobox
Xiomara Rivero,https://fr.wikipedia.org/?curid=6893289,https://fr.wikipedia.org/wiki/Xiomara Rivero,Wikip\u00e9dia:\u00e9bauche athl\u00e8te cubain
Laura Heyrman,https://fr.wikipedia.org/?curid=6893478,https://fr.wikipedia.org/wiki/Laura Heyrman,Article utilisant une Infobox
Karine Muijlwijk,https://fr.wikipedia.org/?curid=6893499,https://fr.wikipedia.org/wiki/Karine Muijlwijk,Article utilisant une Infobox
Elena Vodorezova,https://fr.wikipedia.org/?curid=6897406,https://fr.wikipedia.org/wiki/Elena Vodorezova,Wikip\u00e9dia:\u00e9bauche patinage artistique
Svenja Engelhardt,https://fr.wikipedia.org/?curid=6897430,https://fr.wikipedia.org/wiki/Svenja Engelhardt,Article \u00e0 illustrer Joueur de volley-ball
Nikola Nemcov\u00e1,https://fr.wikipedia.org/?curid=6895231,https://fr.wikipedia.org/wiki/Nikola Nemcov\u00e1,Article \u00e0 illustrer Joueur de volley-ball
Christina Speer,https://fr.wikipedia.org/?curid=6895267,https://fr.wikipedia.org/wiki/Christina Speer,Wikip\u00e9dia:\u00e9bauche joueuse am\u00e9ricaine de volley-ball
Olga Turchak,https://fr.wikipedia.org/?curid=6878747,https://fr.wikipedia.org/wiki/Olga Turchak,Wikip\u00e9dia:\u00e9bauche athl\u00e8te kazakh
Brittney Brimmage,https://fr.wikipedia.org/?curid=6891280,https://fr.wikipedia.org/wiki/Brittney Brimmage,Wikip\u00e9dia:\u00e9bauche joueuse am\u00e9ricaine de volley-ball
Carolina Mestrovic,https://fr.wikipedia.org/?curid=6892058,https://fr.wikipedia.org/wiki/Carolina Mestrovic,Article utilisant une Infobox
