Name,URL1,URL2,First Category
Jolien Wittock,https://fr.wikipedia.org/?curid=4983974,https://fr.wikipedia.org/wiki/Jolien Wittock,Article \u00e0 illustrer Joueur de volley-ball
Lonneke Sl\u00f6etjes,https://fr.wikipedia.org/?curid=4983987,https://fr.wikipedia.org/wiki/Lonneke Sl\u00f6etjes,Article utilisant une Infobox
Marielle Jaffe,https://fr.wikipedia.org/?curid=4984078,https://fr.wikipedia.org/wiki/Marielle Jaffe,Article utilisant une Infobox
Veronica Angeloni,https://fr.wikipedia.org/?curid=4990326,https://fr.wikipedia.org/wiki/Veronica Angeloni,Article utilisant une Infobox
Asuman Karakoyun,https://fr.wikipedia.org/?curid=4990345,https://fr.wikipedia.org/wiki/Asuman Karakoyun,Article \u00e0 illustrer Joueur de volley-ball
Polen \u00dcnver,https://fr.wikipedia.org/?curid=5026063,https://fr.wikipedia.org/wiki/Polen \u00dcnver,Article utilisant une Infobox
Serena Williams,https://fr.wikipedia.org/?curid=50346,https://fr.wikipedia.org/wiki/Serena Williams,Article utilisant une Infobox
Troupe de la Com\u00e9die-Fran\u00e7aise en 1754,https://fr.wikipedia.org/?curid=503347,https://fr.wikipedia.org/wiki/Troupe de la Com\u00e9die-Fran\u00e7aise en 1754,Portail:Th\u00e9\u00e2tre/Articles li\u00e9s
Tamurapan,https://fr.wikipedia.org/?curid=5028285,https://fr.wikipedia.org/wiki/Tamurapan,Article utilisant une Infobox
Melissa Horn,https://fr.wikipedia.org/?curid=5032811,https://fr.wikipedia.org/wiki/Melissa Horn,Article contenant un lien mort
Nicole Koolhaas,https://fr.wikipedia.org/?curid=5032813,https://fr.wikipedia.org/wiki/Nicole Koolhaas,Article utilisant une Infobox
Natalia Gontcharova (volley-ball),https://fr.wikipedia.org/?curid=5032835,https://fr.wikipedia.org/wiki/Natalia Gontcharova (volley-ball),Article utilisant une Infobox
Anastasija Reiberger,https://fr.wikipedia.org/?curid=5031023,https://fr.wikipedia.org/wiki/Anastasija Reiberger,Wikip\u00e9dia:\u00e9bauche athl\u00e8te allemand
Carolina Zardo,https://fr.wikipedia.org/?curid=5008930,https://fr.wikipedia.org/wiki/Carolina Zardo,Wikip\u00e9dia:\u00e9bauche joueuse italienne de volley-ball
Tabia Charles,https://fr.wikipedia.org/?curid=5016717,https://fr.wikipedia.org/wiki/Tabia Charles,Wikip\u00e9dia:\u00e9bauche athl\u00e8te canadien
Shelby Lynne,https://fr.wikipedia.org/?curid=5021246,https://fr.wikipedia.org/wiki/Shelby Lynne,Article contenant un lien mort
Joke Renneboogh,https://fr.wikipedia.org/?curid=5023316,https://fr.wikipedia.org/wiki/Joke Renneboogh,Article utilisant une Infobox
Ga-in,https://fr.wikipedia.org/?curid=5010580,https://fr.wikipedia.org/wiki/Ga-in,Article utilisant une Infobox
Tiffany Porter,https://fr.wikipedia.org/?curid=5268745,https://fr.wikipedia.org/wiki/Tiffany Porter,Article utilisant une Infobox
Women's Army Corps,https://fr.wikipedia.org/?curid=5269637,https://fr.wikipedia.org/wiki/Women's Army Corps,Wikip\u00e9dia:\u00e9bauche Seconde Guerre mondiale
Liste des comtesses de Flandre,https://fr.wikipedia.org/?curid=5265023,https://fr.wikipedia.org/wiki/Liste des comtesses de Flandre,Article avec source \u00e0 lier
Sara Takanashi,https://fr.wikipedia.org/?curid=5251723,https://fr.wikipedia.org/wiki/Sara Takanashi,Article contenant un lien mort
Barbara Raudner,https://fr.wikipedia.org/?curid=5251832,https://fr.wikipedia.org/wiki/Barbara Raudner,Wikip\u00e9dia:\u00e9bauche escalade
Tatiana Chtchoukina,https://fr.wikipedia.org/?curid=5274708,https://fr.wikipedia.org/wiki/Tatiana Chtchoukina,Article \u00e0 illustrer Joueur de volley-ball
Crystl Bustos,https://fr.wikipedia.org/?curid=5276371,https://fr.wikipedia.org/wiki/Crystl Bustos,Article \u00e0 illustrer Sportif
Laura Berg (softball),https://fr.wikipedia.org/?curid=5276387,https://fr.wikipedia.org/wiki/Laura Berg (softball),Article utilisant une Infobox
Evi Sachenbacher-Stehle,https://fr.wikipedia.org/?curid=527639,https://fr.wikipedia.org/wiki/Evi Sachenbacher-Stehle,Article utilisant une Infobox
Lovieanne Jung,https://fr.wikipedia.org/?curid=5276424,https://fr.wikipedia.org/wiki/Lovieanne Jung,Wikip\u00e9dia:\u00e9bauche Jeux olympiques
Momoko Takahashi,https://fr.wikipedia.org/?curid=5276617,https://fr.wikipedia.org/wiki/Momoko Takahashi,Wikip\u00e9dia:\u00e9bauche athl\u00e8te japonais
Serena Malvestito,https://fr.wikipedia.org/?curid=5285688,https://fr.wikipedia.org/wiki/Serena Malvestito,Wikip\u00e9dia:\u00e9bauche joueuse italienne de volley-ball
Natalia Korobkova,https://fr.wikipedia.org/?curid=5285700,https://fr.wikipedia.org/wiki/Natalia Korobkova,Article \u00e0 illustrer Joueur de volley-ball
Gizem \u00d6rge,https://fr.wikipedia.org/?curid=5285721,https://fr.wikipedia.org/wiki/Gizem \u00d6rge,Article utilisant une Infobox
Gamze K\u0131l\u0131\u00e7,https://fr.wikipedia.org/?curid=5287718,https://fr.wikipedia.org/wiki/Gamze K\u0131l\u0131\u00e7,Article utilisant une Infobox
J\u00e9r\u00e9my Ferrari,https://fr.wikipedia.org/?curid=5284874,https://fr.wikipedia.org/wiki/J\u00e9r\u00e9my Ferrari,Page utilisant P569
Yana Panteleyeva,https://fr.wikipedia.org/?curid=5287062,https://fr.wikipedia.org/wiki/Yana Panteleyeva,Wikip\u00e9dia:\u00e9bauche athl\u00e8te russe
Mayan Smith-Gobat,https://fr.wikipedia.org/?curid=5264223,https://fr.wikipedia.org/wiki/Mayan Smith-Gobat,Wikip\u00e9dia:\u00e9bauche escalade
Emily Harrington,https://fr.wikipedia.org/?curid=5264694,https://fr.wikipedia.org/wiki/Emily Harrington,Article \u00e0 d\u00e9jargoniser
Irina Smirnova,https://fr.wikipedia.org/?curid=5281265,https://fr.wikipedia.org/wiki/Irina Smirnova,Article \u00e0 illustrer Joueur de volley-ball
Miniriye Vatansever,https://fr.wikipedia.org/?curid=5281286,https://fr.wikipedia.org/wiki/Miniriye Vatansever,Article \u00e0 illustrer Joueur de volley-ball
Barbara Ogier,https://fr.wikipedia.org/?curid=5281834,https://fr.wikipedia.org/wiki/Barbara Ogier,Article utilisant une Infobox
Miroslava Vavrinec,https://fr.wikipedia.org/?curid=528027,https://fr.wikipedia.org/wiki/Miroslava Vavrinec,Article utilisant une Infobox
Amanda Freed,https://fr.wikipedia.org/?curid=5280545,https://fr.wikipedia.org/wiki/Amanda Freed,Wikip\u00e9dia:\u00e9bauche Jeux olympiques
Jenny Topping,https://fr.wikipedia.org/?curid=5280550,https://fr.wikipedia.org/wiki/Jenny Topping,Wikip\u00e9dia:\u00e9bauche Jeux olympiques
Lori Harrigan,https://fr.wikipedia.org/?curid=5280561,https://fr.wikipedia.org/wiki/Lori Harrigan,Wikip\u00e9dia:\u00e9bauche Jeux olympiques
Lisa Fernandez,https://fr.wikipedia.org/?curid=5280569,https://fr.wikipedia.org/wiki/Lisa Fernandez,Article utilisant une Infobox
Donata Jancewicz,https://fr.wikipedia.org/?curid=5282954,https://fr.wikipedia.org/wiki/Donata Jancewicz,Wikip\u00e9dia:\u00e9bauche athl\u00e8te polonais
Stefania Okaka,https://fr.wikipedia.org/?curid=5283333,https://fr.wikipedia.org/wiki/Stefania Okaka,Wikip\u00e9dia:\u00e9bauche joueuse italienne de volley-ball
Miki Matsubara,https://fr.wikipedia.org/?curid=5283539,https://fr.wikipedia.org/wiki/Miki Matsubara,Article manquant de r\u00e9f\u00e9rences depuis novembre 2020
Paule-Marguerite Fran\u00e7oise de Gondi,https://fr.wikipedia.org/?curid=5281151,https://fr.wikipedia.org/wiki/Paule-Marguerite Fran\u00e7oise de Gondi,Wikip\u00e9dia:\u00e9bauche France du Grand Si\u00e8cle
Luna Carocci,https://fr.wikipedia.org/?curid=5281208,https://fr.wikipedia.org/wiki/Luna Carocci,Wikip\u00e9dia:\u00e9bauche joueuse italienne de volley-ball
Irina Soukhova,https://fr.wikipedia.org/?curid=5278992,https://fr.wikipedia.org/wiki/Irina Soukhova,Article \u00e0 illustrer Joueur de volley-ball
Ferda Bulut,https://fr.wikipedia.org/?curid=5279024,https://fr.wikipedia.org/wiki/Ferda Bulut,Article utilisant une Infobox
