Name,URL1,URL2,First Category
Jessica Pardin,https://fr.wikipedia.org/?curid=13257892,https://fr.wikipedia.org/wiki/Jessica Pardin,Article utilisant une Infobox
Izabela Campos,https://fr.wikipedia.org/?curid=13139480,https://fr.wikipedia.org/wiki/Izabela Campos,Article utilisant une Infobox
Denisa Dragomir,https://fr.wikipedia.org/?curid=13152939,https://fr.wikipedia.org/wiki/Denisa Dragomir,Article \u00e0 illustrer Athl\u00e8te
Sonja Morgenstern,https://fr.wikipedia.org/?curid=1315090,https://fr.wikipedia.org/wiki/Sonja Morgenstern,Wikip\u00e9dia:\u00e9bauche patinage artistique
Fabienne Wohlwend,https://fr.wikipedia.org/?curid=13150628,https://fr.wikipedia.org/wiki/Fabienne Wohlwend,Page utilisant P569
Wendy Jans,https://fr.wikipedia.org/?curid=13167031,https://fr.wikipedia.org/wiki/Wendy Jans,Article utilisant une Infobox
Fatma Lanouar,https://fr.wikipedia.org/?curid=13164989,https://fr.wikipedia.org/wiki/Fatma Lanouar,Wikip\u00e9dia:\u00e9bauche athl\u00e8te tunisien
Michala Banas,https://fr.wikipedia.org/?curid=13116472,https://fr.wikipedia.org/wiki/Michala Banas,Article \u00e0 illustrer Personnalit\u00e9 du cin\u00e9ma
Melissa Gonz\u00e1lez,https://fr.wikipedia.org/?curid=13114483,https://fr.wikipedia.org/wiki/Melissa Gonz\u00e1lez,Wikip\u00e9dia:\u00e9bauche athl\u00e8te colombien
Chiara Iezzi,https://fr.wikipedia.org/?curid=13115078,https://fr.wikipedia.org/wiki/Chiara Iezzi,Page utilisant P569
Shel\u00e9a,https://fr.wikipedia.org/?curid=13082866,https://fr.wikipedia.org/wiki/Shel\u00e9a,Page utilisant P106
Harriet Dart,https://fr.wikipedia.org/?curid=13081757,https://fr.wikipedia.org/wiki/Harriet Dart,Article utilisant une Infobox
Malou Prytz,https://fr.wikipedia.org/?curid=13104098,https://fr.wikipedia.org/wiki/Malou Prytz,Page utilisant P569
Ellen Roosevelt,https://fr.wikipedia.org/?curid=1310516,https://fr.wikipedia.org/wiki/Ellen Roosevelt,Article utilisant une Infobox
Marion Jones (tennis),https://fr.wikipedia.org/?curid=1310593,https://fr.wikipedia.org/wiki/Marion Jones (tennis),Article utilisant une Infobox
Only You (chanson de Yazoo),https://fr.wikipedia.org/?curid=11531802,https://fr.wikipedia.org/wiki/Only You (chanson de Yazoo),Article contenant un appel \u00e0 traduction en anglais
Fantu Worku,https://fr.wikipedia.org/?curid=11531449,https://fr.wikipedia.org/wiki/Fantu Worku,Wikip\u00e9dia:\u00e9bauche athl\u00e9tisme
Adriana Ger\u0161i,https://fr.wikipedia.org/?curid=1151990,https://fr.wikipedia.org/wiki/Adriana Ger\u0161i,Article \u00e0 illustrer Joueur de tennis
Millie Knight,https://fr.wikipedia.org/?curid=11543414,https://fr.wikipedia.org/wiki/Millie Knight,Wikip\u00e9dia:\u00e9bauche ski alpin
Anna Schaffelhuber,https://fr.wikipedia.org/?curid=11540447,https://fr.wikipedia.org/wiki/Anna Schaffelhuber,Wikip\u00e9dia:\u00e9bauche ski alpin
Hannah Williams,https://fr.wikipedia.org/?curid=11538595,https://fr.wikipedia.org/wiki/Hannah Williams,Wikip\u00e9dia:\u00e9bauche athl\u00e8te britannique
Amy Allcock,https://fr.wikipedia.org/?curid=11538598,https://fr.wikipedia.org/wiki/Amy Allcock,Wikip\u00e9dia:\u00e9bauche athl\u00e8te britannique
Anna-Lena Forster,https://fr.wikipedia.org/?curid=11542758,https://fr.wikipedia.org/wiki/Anna-Lena Forster,Wikip\u00e9dia:\u00e9bauche ski alpin
Anna Jochemsen,https://fr.wikipedia.org/?curid=11543279,https://fr.wikipedia.org/wiki/Anna Jochemsen,Wikip\u00e9dia:\u00e9bauche ski alpin
