Name,URL1,URL2,First Category
L. Stokes,https://fr.wikipedia.org/?curid=3747799,https://fr.wikipedia.org/wiki/L. Stokes,Article \u00e0 illustrer Joueur de tennis
Cha\u00efne Staelens,https://fr.wikipedia.org/?curid=3747979,https://fr.wikipedia.org/wiki/Cha\u00efne Staelens,Article utilisant une Infobox
Ezgi Asaro\u011flu,https://fr.wikipedia.org/?curid=3747315,https://fr.wikipedia.org/wiki/Ezgi Asaro\u011flu,Article utilisant une Infobox
\u00c9milie Aubry (snowboard),https://fr.wikipedia.org/?curid=3752103,https://fr.wikipedia.org/wiki/\u00c9milie Aubry (snowboard),Wikip\u00e9dia:\u00e9bauche sports d'hiver
Ksenia Palkina,https://fr.wikipedia.org/?curid=3759018,https://fr.wikipedia.org/wiki/Ksenia Palkina,Article utilisant une Infobox
Marie-Chantal Toupin,https://fr.wikipedia.org/?curid=3759902,https://fr.wikipedia.org/wiki/Marie-Chantal Toupin,Page utilisant P569
Yoko Tsuno,https://fr.wikipedia.org/?curid=376026,https://fr.wikipedia.org/wiki/Yoko Tsuno,Article utilisant une Infobox
Sahar Zakaria,https://fr.wikipedia.org/?curid=3765962,https://fr.wikipedia.org/wiki/Sahar Zakaria,Page utilisant P569
Ana\u00efs Caradeux,https://fr.wikipedia.org/?curid=3758231,https://fr.wikipedia.org/wiki/Ana\u00efs Caradeux,Article utilisant une Infobox
Frida Eldebrink,https://fr.wikipedia.org/?curid=3765281,https://fr.wikipedia.org/wiki/Frida Eldebrink,Article \u00e0 illustrer Joueur de basket-ball
Elin Eldebrink,https://fr.wikipedia.org/?curid=3765293,https://fr.wikipedia.org/wiki/Elin Eldebrink,Article utilisant une Infobox
RoBERT,https://fr.wikipedia.org/?curid=376410,https://fr.wikipedia.org/wiki/RoBERT,Article manquant de r\u00e9f\u00e9rences depuis octobre 2014
Kaarle McCulloch,https://fr.wikipedia.org/?curid=3745459,https://fr.wikipedia.org/wiki/Kaarle McCulloch,Page utilisant P569
Maryna Marchenko,https://fr.wikipedia.org/?curid=3745897,https://fr.wikipedia.org/wiki/Maryna Marchenko,Article utilisant une Infobox
Marie Dorin-Habert,https://fr.wikipedia.org/?curid=3744251,https://fr.wikipedia.org/wiki/Marie Dorin-Habert,Article utilisant une Infobox
Margaret Hunnewell,https://fr.wikipedia.org/?curid=3744321,https://fr.wikipedia.org/wiki/Margaret Hunnewell,Wikip\u00e9dia:\u00e9bauche tennis
Helen Chapman,https://fr.wikipedia.org/?curid=3740731,https://fr.wikipedia.org/wiki/Helen Chapman,Article \u00e0 illustrer Joueur de tennis
Discographie de Demi Lovato,https://fr.wikipedia.org/?curid=3539718,https://fr.wikipedia.org/wiki/Discographie de Demi Lovato,Article contenant un lien mort
Ren\u00e1ta Kole\u0148\u00e1kov\u00e1,https://fr.wikipedia.org/?curid=3543037,https://fr.wikipedia.org/wiki/Ren\u00e1ta Kole\u0148\u00e1kov\u00e1,Article \u00e0 illustrer Joueur de volley-ball
