Name,URL1,URL2,First Category
Catherine Brunet (patinage artistique),https://fr.wikipedia.org/?curid=15500524,https://fr.wikipedia.org/wiki/Catherine Brunet (patinage artistique),Page utilisant P569
Claudia Bobocea,https://fr.wikipedia.org/?curid=15500586,https://fr.wikipedia.org/wiki/Claudia Bobocea,Article utilisant une Infobox
Kawtar Ait Omar,https://fr.wikipedia.org/?curid=15465779,https://fr.wikipedia.org/wiki/Kawtar Ait Omar,Article \u00e0 illustrer Footballeur
Anri Krugel,https://fr.wikipedia.org/?curid=15467468,https://fr.wikipedia.org/wiki/Anri Krugel,Article \u00e0 illustrer Sportif
Sandra Garde,https://fr.wikipedia.org/?curid=15467264,https://fr.wikipedia.org/wiki/Sandra Garde,Page utilisant P27
Nicole Villan,https://fr.wikipedia.org/?curid=15464065,https://fr.wikipedia.org/wiki/Nicole Villan,Wikip\u00e9dia:\u00e9bauche ski alpin
Diane Morgan,https://fr.wikipedia.org/?curid=15495549,https://fr.wikipedia.org/wiki/Diane Morgan,Page utilisant P551
Dina Amer,https://fr.wikipedia.org/?curid=15496560,https://fr.wikipedia.org/wiki/Dina Amer,Page utilisant P106
Annet Chemengich Chelangat,https://fr.wikipedia.org/?curid=15496621,https://fr.wikipedia.org/wiki/Annet Chemengich Chelangat,Wikip\u00e9dia:\u00e9bauche athl\u00e8te ougandais
Marilyn Kagan,https://fr.wikipedia.org/?curid=15473857,https://fr.wikipedia.org/wiki/Marilyn Kagan,Page utilisant P569
Samya Masnaoui,https://fr.wikipedia.org/?curid=15474164,https://fr.wikipedia.org/wiki/Samya Masnaoui,Article \u00e0 illustrer Footballeur
Christine Terraillon,https://fr.wikipedia.org/?curid=15473320,https://fr.wikipedia.org/wiki/Christine Terraillon,Wikip\u00e9dia:\u00e9bauche ski alpin
C\u00e9cile Prince,https://fr.wikipedia.org/?curid=15473331,https://fr.wikipedia.org/wiki/C\u00e9cile Prince,Wikip\u00e9dia:\u00e9bauche ski alpin
Cornelia \u00d6hlund,https://fr.wikipedia.org/?curid=15472950,https://fr.wikipedia.org/wiki/Cornelia \u00d6hlund,Article utilisant une Infobox
Nina Haver-L\u00f8seth,https://fr.wikipedia.org/?curid=1476690,https://fr.wikipedia.org/wiki/Nina Haver-L\u00f8seth,Article utilisant une Infobox
Telma Monteiro,https://fr.wikipedia.org/?curid=1476537,https://fr.wikipedia.org/wiki/Telma Monteiro,Wikip\u00e9dia:\u00e9bauche judo
Geraldine Fenton,https://fr.wikipedia.org/?curid=14966931,https://fr.wikipedia.org/wiki/Geraldine Fenton,Page utilisant P569
N\u00faria Pau,https://fr.wikipedia.org/?curid=14816639,https://fr.wikipedia.org/wiki/N\u00faria Pau,Article \u00e0 illustrer Sportif
Margaux Sieracki,https://fr.wikipedia.org/?curid=14817301,https://fr.wikipedia.org/wiki/Margaux Sieracki,Wikip\u00e9dia:\u00e9bauche athl\u00e9tisme
Laura Nolte,https://fr.wikipedia.org/?curid=14698015,https://fr.wikipedia.org/wiki/Laura Nolte,Wikip\u00e9dia:\u00e9bauche bobsleigh
Wiktoria Pikulik,https://fr.wikipedia.org/?curid=14821311,https://fr.wikipedia.org/wiki/Wiktoria Pikulik,Wikip\u00e9dia:\u00e9bauche coureur cycliste polonais
Katherina Kubenk,https://fr.wikipedia.org/?curid=14973235,https://fr.wikipedia.org/wiki/Katherina Kubenk,Article \u00e0 illustrer Sportif
Audrey Tanguy,https://fr.wikipedia.org/?curid=14973305,https://fr.wikipedia.org/wiki/Audrey Tanguy,Article \u00e0 illustrer Athl\u00e8te
Sarah Legrain,https://fr.wikipedia.org/?curid=14969365,https://fr.wikipedia.org/wiki/Sarah Legrain,Article utilisant une Infobox
Antonie-Sibylle de Barby-Muhlingen,https://fr.wikipedia.org/?curid=14953407,https://fr.wikipedia.org/wiki/Antonie-Sibylle de Barby-Muhlingen,Page utilisant P569
L'Opinion publique,https://fr.wikipedia.org/?curid=149402,https://fr.wikipedia.org/wiki/L'Opinion publique,Article utilisant une Infobox
Frances Cuka,https://fr.wikipedia.org/?curid=14978052,https://fr.wikipedia.org/wiki/Frances Cuka,Article \u00e0 illustrer Personnalit\u00e9 du cin\u00e9ma
Naty Botero,https://fr.wikipedia.org/?curid=14976233,https://fr.wikipedia.org/wiki/Naty Botero,Article utilisant une Infobox
Giovanna Epis,https://fr.wikipedia.org/?curid=14976480,https://fr.wikipedia.org/wiki/Giovanna Epis,Page utilisant P569
Pauline Martin (volley-ball),https://fr.wikipedia.org/?curid=14958968,https://fr.wikipedia.org/wiki/Pauline Martin (volley-ball),Article utilisant une Infobox
Tosca Musk,https://fr.wikipedia.org/?curid=14955770,https://fr.wikipedia.org/wiki/Tosca Musk,Article \u00e0 wikifier depuis mai 2022
Ama Pipi,https://fr.wikipedia.org/?curid=14955776,https://fr.wikipedia.org/wiki/Ama Pipi,Wikip\u00e9dia:\u00e9bauche athl\u00e9tisme
Irina Vorobieva,https://fr.wikipedia.org/?curid=14934425,https://fr.wikipedia.org/wiki/Irina Vorobieva,Page utilisant P569
Call of Duty: Modern Warfare II,https://fr.wikipedia.org/?curid=14943621,https://fr.wikipedia.org/wiki/Call of Duty: Modern Warfare II,Page utilisant P408
Carole Howald,https://fr.wikipedia.org/?curid=14931877,https://fr.wikipedia.org/wiki/Carole Howald,Page utilisant P569
Nadja K\u00e4lin,https://fr.wikipedia.org/?curid=14931901,https://fr.wikipedia.org/wiki/Nadja K\u00e4lin,Page utilisant P569
Lisa DeJong,https://fr.wikipedia.org/?curid=14833695,https://fr.wikipedia.org/wiki/Lisa DeJong,Article \u00e0 illustrer Sportif
Zhang Wenjing,https://fr.wikipedia.org/?curid=14834206,https://fr.wikipedia.org/wiki/Zhang Wenjing,Article \u00e0 illustrer Sportif
Shura (musicienne britannique),https://fr.wikipedia.org/?curid=14830076,https://fr.wikipedia.org/wiki/Shura (musicienne britannique),Article \u00e0 wikifier depuis mars 2022
Linn Kazmaier,https://fr.wikipedia.org/?curid=14829172,https://fr.wikipedia.org/wiki/Linn Kazmaier,Article \u00e0 illustrer Sportif
Leonie Maria Walter,https://fr.wikipedia.org/?curid=14829196,https://fr.wikipedia.org/wiki/Leonie Maria Walter,Article \u00e0 illustrer Sportif
Zhao Zhiqing,https://fr.wikipedia.org/?curid=14829518,https://fr.wikipedia.org/wiki/Zhao Zhiqing,Article \u00e0 illustrer Sportif
Shan Yilin,https://fr.wikipedia.org/?curid=14829826,https://fr.wikipedia.org/wiki/Shan Yilin,Article \u00e0 illustrer Sportif
