Name,URL1,URL2,First Category
Elena Ilinykh,https://fr.wikipedia.org/?curid=7770616,https://fr.wikipedia.org/wiki/Elena Ilinykh,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 russe
Elizabeth Daily,https://fr.wikipedia.org/?curid=777002,https://fr.wikipedia.org/wiki/Elizabeth Daily,Wikip\u00e9dia:\u00e9bauche acteur am\u00e9ricain
Aur\u00e9lie Dabudyk,https://fr.wikipedia.org/?curid=7773596,https://fr.wikipedia.org/wiki/Aur\u00e9lie Dabudyk,Wikip\u00e9dia:\u00e9bauche ski de fond
Marion Buillet,https://fr.wikipedia.org/?curid=7773637,https://fr.wikipedia.org/wiki/Marion Buillet,Wikip\u00e9dia:\u00e9bauche ski de fond
Celia Diemkoudre,https://fr.wikipedia.org/?curid=7760458,https://fr.wikipedia.org/wiki/Celia Diemkoudre,Article \u00e0 illustrer Joueur de volley-ball
Julia Kykk\u00e4nen,https://fr.wikipedia.org/?curid=7760639,https://fr.wikipedia.org/wiki/Julia Kykk\u00e4nen,Wikip\u00e9dia:\u00e9bauche saut \u00e0 ski
Chiemi Chiba (volley-ball),https://fr.wikipedia.org/?curid=7750176,https://fr.wikipedia.org/wiki/Chiemi Chiba (volley-ball),Article \u00e0 illustrer Joueur de volley-ball
Ana\u00efs Chevalier-Bouchet,https://fr.wikipedia.org/?curid=7758896,https://fr.wikipedia.org/wiki/Ana\u00efs Chevalier-Bouchet,Article utilisant une Infobox
Ioulia Lipnitska\u00efa,https://fr.wikipedia.org/?curid=7755605,https://fr.wikipedia.org/wiki/Ioulia Lipnitska\u00efa,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 russe
Ye Qiaobo,https://fr.wikipedia.org/?curid=7750839,https://fr.wikipedia.org/wiki/Ye Qiaobo,Wikip\u00e9dia:\u00e9bauche patinage de vitesse
Liste des m\u00e9daill\u00e9s aux Jeux olympiques d'hiver de 1956,https://fr.wikipedia.org/?curid=7762710,https://fr.wikipedia.org/wiki/Liste des m\u00e9daill\u00e9s aux Jeux olympiques d'hiver de 1956,Portail:Jeux olympiques/Articles li\u00e9s
Marie-Pier Murray-M\u00e9thot,https://fr.wikipedia.org/?curid=7762845,https://fr.wikipedia.org/wiki/Marie-Pier Murray-M\u00e9thot,Article \u00e0 illustrer Joueur de volley-ball
Cornelia H\u00fctter,https://fr.wikipedia.org/?curid=7757817,https://fr.wikipedia.org/wiki/Cornelia H\u00fctter,Wikip\u00e9dia:\u00e9bauche ski alpin
Ashley Wagner,https://fr.wikipedia.org/?curid=7752987,https://fr.wikipedia.org/wiki/Ashley Wagner,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 am\u00e9ricaine
Satoe Mitsuhashi,https://fr.wikipedia.org/?curid=7765173,https://fr.wikipedia.org/wiki/Satoe Mitsuhashi,Article \u00e0 illustrer Joueur de volley-ball
Ala Tsuper,https://fr.wikipedia.org/?curid=7767772,https://fr.wikipedia.org/wiki/Ala Tsuper,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 bi\u00e9lorusse
Ashley Harkleroad,https://fr.wikipedia.org/?curid=776652,https://fr.wikipedia.org/wiki/Ashley Harkleroad,Article utilisant une Infobox
Tsvetana Pironkova,https://fr.wikipedia.org/?curid=776612,https://fr.wikipedia.org/wiki/Tsvetana Pironkova,Article utilisant une Infobox
Jessica G\u00f6pner,https://fr.wikipedia.org/?curid=7767318,https://fr.wikipedia.org/wiki/Jessica G\u00f6pner,Article utilisant une Infobox
